original_split,data
test,/imgs/bj/t1/L81_00967_784279.jpg /imgs/bj/t2/L81_00967_784279.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00967_784279.png /building_labels/bj/t1/L81_00967_784279.png /building_labels/bj/t2/L81_00967_784279.png
train,/imgs/bj/t1/L81_00687_784287.jpg /imgs/bj/t2/L81_00687_784287.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00687_784287.png /building_labels/bj/t1/L81_00687_784287.png /building_labels/bj/t2/L81_00687_784287.png /offset_st_resize256/bj/t1/L81_00687_784287.tif /offset_st_resize256/bj/t2/L81_00687_784287.tif /flow_btv3_resize256/bj/t1VSt2/L81_00687_784287.tif
val,/imgs/bj/t1/L81_00871_783999.jpg /imgs/bj/t3/L81_00871_783999.jpg /labels/bj/t1VSt3/L81_00871_783999.png /building_labels/bj/t1/L81_00871_783999.png /building_labels/bj/t3/L81_00871_783999.png /offset_st_resize256/bj/t1/L81_00871_783999.tif /offset_st_resize256/bj/t3/L81_00871_783999.tif /flow_btv3_resize256/bj/t1VSt3/L81_00871_783999.tif
val,/imgs/bj/t1/L81_00679_784279.jpg /imgs/bj/t2/L81_00679_784279.jpg /labels/bj/t1VSt2/L81_00679_784279.png /building_labels/bj/t1/L81_00679_784279.png /building_labels/bj/t2/L81_00679_784279.png /offset_st_resize256/bj/t1/L81_00679_784279.tif /offset_st_resize256/bj/t2/L81_00679_784279.tif /flow_btv3_resize256/bj/t1VSt2/L81_00679_784279.tif
train,/imgs/sh/t1/L81_892879_780511.jpg /imgs/sh/t3/L81_892879_780511.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892879_780511.png /building_labels/sh/t1/L81_892879_780511.png /building_labels/sh/t3/L81_892879_780511.png /offset_st_resize256/sh/t1/L81_892879_780511.tif /offset_st_resize256/sh/t3/L81_892879_780511.tif /flow_btv3_resize256/sh/t1VSt3/L81_892879_780511.tif
train,/imgs/sh/t1/L81_892847_780479.jpg /imgs/sh/t2/L81_892847_780479.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892847_780479.png /building_labels/sh/t1/L81_892847_780479.png /building_labels/sh/t2/L81_892847_780479.png /offset_st_resize256/sh/t1/L81_892847_780479.tif /offset_st_resize256/sh/t2/L81_892847_780479.tif /flow_btv3_resize256/sh/t1VSt2/L81_892847_780479.tif
train,/imgs/bj/t1/L81_00687_784095.jpg /imgs/bj/t2/L81_00687_784095.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00687_784095.png /building_labels/bj/t1/L81_00687_784095.png /building_labels/bj/t2/L81_00687_784095.png /offset_st_resize256/bj/t1/L81_00687_784095.tif /offset_st_resize256/bj/t2/L81_00687_784095.tif /flow_btv3_resize256/bj/t1VSt2/L81_00687_784095.tif
train,/imgs/bj/t1/L81_00871_783927.jpg /imgs/bj/t3/L81_00871_783927.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00871_783927.png /building_labels/bj/t1/L81_00871_783927.png /building_labels/bj/t3/L81_00871_783927.png /offset_st_resize256/bj/t1/L81_00871_783927.tif /offset_st_resize256/bj/t3/L81_00871_783927.tif /flow_btv3_resize256/bj/t1VSt3/L81_00871_783927.tif
train,/imgs/bj/t1/L81_00679_784007.jpg /imgs/bj/t2/L81_00679_784007.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00679_784007.png /building_labels/bj/t1/L81_00679_784007.png /building_labels/bj/t2/L81_00679_784007.png /offset_st_resize256/bj/t1/L81_00679_784007.tif /offset_st_resize256/bj/t2/L81_00679_784007.tif /flow_btv3_resize256/bj/t1VSt2/L81_00679_784007.tif
train,/imgs/sh/t1/L81_892799_780439.jpg /imgs/sh/t3/L81_892799_780439.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892799_780439.png /building_labels/sh/t1/L81_892799_780439.png /building_labels/sh/t3/L81_892799_780439.png /offset_st_resize256/sh/t1/L81_892799_780439.tif /offset_st_resize256/sh/t3/L81_892799_780439.tif /flow_btv3_resize256/sh/t1VSt3/L81_892799_780439.tif
train,/imgs/bj/t1/L81_00839_784031.jpg /imgs/bj/t3/L81_00839_784031.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00839_784031.png /building_labels/bj/t1/L81_00839_784031.png /building_labels/bj/t3/L81_00839_784031.png /offset_st_resize256/bj/t1/L81_00839_784031.tif /offset_st_resize256/bj/t3/L81_00839_784031.tif /flow_btv3_resize256/bj/t1VSt3/L81_00839_784031.tif
train,/imgs/bj/t2/L81_00847_784055.jpg /imgs/bj/t3/L81_00847_784055.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00847_784055.png /building_labels/bj/t2/L81_00847_784055.png /building_labels/bj/t3/L81_00847_784055.png /offset_st_resize256/bj/t2/L81_00847_784055.tif /offset_st_resize256/bj/t3/L81_00847_784055.tif /flow_btv3_resize256/bj/t2VSt3/L81_00847_784055.tif
train,/imgs/bj/t1/L81_00839_784183.jpg /imgs/bj/t2/L81_00839_784183.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00839_784183.png /building_labels/bj/t1/L81_00839_784183.png /building_labels/bj/t2/L81_00839_784183.png /offset_st_resize256/bj/t1/L81_00839_784183.tif /offset_st_resize256/bj/t2/L81_00839_784183.tif /flow_btv3_resize256/bj/t1VSt2/L81_00839_784183.tif
train,/imgs/bj/t2/L81_00639_784103.jpg /imgs/bj/t3/L81_00639_784103.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00639_784103.png /building_labels/bj/t2/L81_00639_784103.png /building_labels/bj/t3/L81_00639_784103.png /offset_st_resize256/bj/t2/L81_00639_784103.tif /offset_st_resize256/bj/t3/L81_00639_784103.tif /flow_btv3_resize256/bj/t2VSt3/L81_00639_784103.tif
train,/imgs/bj/t2/L81_00823_784223.jpg /imgs/bj/t3/L81_00823_784223.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00823_784223.png /building_labels/bj/t2/L81_00823_784223.png /building_labels/bj/t3/L81_00823_784223.png /offset_st_resize256/bj/t2/L81_00823_784223.tif /offset_st_resize256/bj/t3/L81_00823_784223.tif /flow_btv3_resize256/bj/t2VSt3/L81_00823_784223.tif
train,/imgs/bj/t1/L81_00823_784335.jpg /imgs/bj/t2/L81_00823_784335.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00823_784335.png /building_labels/bj/t1/L81_00823_784335.png /building_labels/bj/t2/L81_00823_784335.png /offset_st_resize256/bj/t1/L81_00823_784335.tif /offset_st_resize256/bj/t2/L81_00823_784335.tif /flow_btv3_resize256/bj/t1VSt2/L81_00823_784335.tif
train,/imgs/sh/t1/L81_892895_780503.jpg /imgs/sh/t3/L81_892895_780503.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892895_780503.png /building_labels/sh/t1/L81_892895_780503.png /building_labels/sh/t3/L81_892895_780503.png /offset_st_resize256/sh/t1/L81_892895_780503.tif /offset_st_resize256/sh/t3/L81_892895_780503.tif /flow_btv3_resize256/sh/t1VSt3/L81_892895_780503.tif
train,/imgs/bj/t1/L81_00663_784239.jpg /imgs/bj/t3/L81_00663_784239.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00663_784239.png /building_labels/bj/t1/L81_00663_784239.png /building_labels/bj/t3/L81_00663_784239.png /offset_st_resize256/bj/t1/L81_00663_784239.tif /offset_st_resize256/bj/t3/L81_00663_784239.tif /flow_btv3_resize256/bj/t1VSt3/L81_00663_784239.tif
train,/imgs/bj/t1/L81_00655_784175.jpg /imgs/bj/t2/L81_00655_784175.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00655_784175.png /building_labels/bj/t1/L81_00655_784175.png /building_labels/bj/t2/L81_00655_784175.png /offset_st_resize256/bj/t1/L81_00655_784175.tif /offset_st_resize256/bj/t2/L81_00655_784175.tif /flow_btv3_resize256/bj/t1VSt2/L81_00655_784175.tif
train,/imgs/bj/t2/L81_00655_783959.jpg /imgs/bj/t3/L81_00655_783959.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00655_783959.png /building_labels/bj/t2/L81_00655_783959.png /building_labels/bj/t3/L81_00655_783959.png /offset_st_resize256/bj/t2/L81_00655_783959.tif /offset_st_resize256/bj/t3/L81_00655_783959.tif /flow_btv3_resize256/bj/t2VSt3/L81_00655_783959.tif
train,/imgs/bj/t2/L81_00887_783983.jpg /imgs/bj/t3/L81_00887_783983.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00887_783983.png /building_labels/bj/t2/L81_00887_783983.png /building_labels/bj/t3/L81_00887_783983.png /offset_st_resize256/bj/t2/L81_00887_783983.tif /offset_st_resize256/bj/t3/L81_00887_783983.tif /flow_btv3_resize256/bj/t2VSt3/L81_00887_783983.tif
train,/imgs/bj/t1/L81_00639_784295.jpg /imgs/bj/t2/L81_00639_784295.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00639_784295.png /building_labels/bj/t1/L81_00639_784295.png /building_labels/bj/t2/L81_00639_784295.png /offset_st_resize256/bj/t1/L81_00639_784295.tif /offset_st_resize256/bj/t2/L81_00639_784295.tif /flow_btv3_resize256/bj/t1VSt2/L81_00639_784295.tif
train,/imgs/bj/t2/L81_00679_784087.jpg /imgs/bj/t3/L81_00679_784087.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784087.png /building_labels/bj/t2/L81_00679_784087.png /building_labels/bj/t3/L81_00679_784087.png /offset_st_resize256/bj/t2/L81_00679_784087.tif /offset_st_resize256/bj/t3/L81_00679_784087.tif /flow_btv3_resize256/bj/t2VSt3/L81_00679_784087.tif
train,/imgs/bj/t2/L81_00679_784311.jpg /imgs/bj/t3/L81_00679_784311.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784311.png /building_labels/bj/t2/L81_00679_784311.png /building_labels/bj/t3/L81_00679_784311.png /offset_st_resize256/bj/t2/L81_00679_784311.tif /offset_st_resize256/bj/t3/L81_00679_784311.tif /flow_btv3_resize256/bj/t2VSt3/L81_00679_784311.tif
train,/imgs/bj/t1/L81_00639_784167.jpg /imgs/bj/t2/L81_00639_784167.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00639_784167.png /building_labels/bj/t1/L81_00639_784167.png /building_labels/bj/t2/L81_00639_784167.png /offset_st_resize256/bj/t1/L81_00639_784167.tif /offset_st_resize256/bj/t2/L81_00639_784167.tif /flow_btv3_resize256/bj/t1VSt2/L81_00639_784167.tif
train,/imgs/bj/t2/L81_00951_784303.jpg /imgs/bj/t3/L81_00951_784303.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00951_784303.png /building_labels/bj/t2/L81_00951_784303.png /building_labels/bj/t3/L81_00951_784303.png /offset_st_resize256/bj/t2/L81_00951_784303.tif /offset_st_resize256/bj/t3/L81_00951_784303.tif /flow_btv3_resize256/bj/t2VSt3/L81_00951_784303.tif
train,/imgs/bj/t2/L81_00679_784175.jpg /imgs/bj/t3/L81_00679_784175.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784175.png /building_labels/bj/t2/L81_00679_784175.png /building_labels/bj/t3/L81_00679_784175.png /offset_st_resize256/bj/t2/L81_00679_784175.tif /offset_st_resize256/bj/t3/L81_00679_784175.tif /flow_btv3_resize256/bj/t2VSt3/L81_00679_784175.tif
train,/imgs/bj/t1/L81_00639_783959.jpg /imgs/bj/t2/L81_00639_783959.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00639_783959.png /building_labels/bj/t1/L81_00639_783959.png /building_labels/bj/t2/L81_00639_783959.png /offset_st_resize256/bj/t1/L81_00639_783959.tif /offset_st_resize256/bj/t2/L81_00639_783959.tif /flow_btv3_resize256/bj/t1VSt2/L81_00639_783959.tif
train,/imgs/bj/t1/L81_00655_784191.jpg /imgs/bj/t2/L81_00655_784191.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00655_784191.png /building_labels/bj/t1/L81_00655_784191.png /building_labels/bj/t2/L81_00655_784191.png /offset_st_resize256/bj/t1/L81_00655_784191.tif /offset_st_resize256/bj/t2/L81_00655_784191.tif /flow_btv3_resize256/bj/t1VSt2/L81_00655_784191.tif
train,/imgs/bj/t1/L81_00663_783991.jpg /imgs/bj/t3/L81_00663_783991.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00663_783991.png /building_labels/bj/t1/L81_00663_783991.png /building_labels/bj/t3/L81_00663_783991.png /offset_st_resize256/bj/t1/L81_00663_783991.tif /offset_st_resize256/bj/t3/L81_00663_783991.tif /flow_btv3_resize256/bj/t1VSt3/L81_00663_783991.tif
train,/imgs/bj/t2/L81_00639_784311.jpg /imgs/bj/t3/L81_00639_784311.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00639_784311.png /building_labels/bj/t2/L81_00639_784311.png /building_labels/bj/t3/L81_00639_784311.png /offset_st_resize256/bj/t2/L81_00639_784311.tif /offset_st_resize256/bj/t3/L81_00639_784311.tif /flow_btv3_resize256/bj/t2VSt3/L81_00639_784311.tif
train,/imgs/bj/t2/L81_00679_784255.jpg /imgs/bj/t3/L81_00679_784255.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784255.png /building_labels/bj/t2/L81_00679_784255.png /building_labels/bj/t3/L81_00679_784255.png /offset_st_resize256/bj/t2/L81_00679_784255.tif /offset_st_resize256/bj/t3/L81_00679_784255.tif /flow_btv3_resize256/bj/t2VSt3/L81_00679_784255.tif
train,/imgs/bj/t1/L81_00639_784079.jpg /imgs/bj/t3/L81_00639_784079.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00639_784079.png /building_labels/bj/t1/L81_00639_784079.png /building_labels/bj/t3/L81_00639_784079.png /offset_st_resize256/bj/t1/L81_00639_784079.tif /offset_st_resize256/bj/t3/L81_00639_784079.tif /flow_btv3_resize256/bj/t1VSt3/L81_00639_784079.tif
test,/imgs/sh/t2/L81_892855_780463.jpg /imgs/sh/t3/L81_892855_780463.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892855_780463.png /building_labels/sh/t2/L81_892855_780463.png /building_labels/sh/t3/L81_892855_780463.png
train,/imgs/bj/t1/L81_00671_784271.jpg /imgs/bj/t2/L81_00671_784271.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784271.png /building_labels/bj/t1/L81_00671_784271.png /building_labels/bj/t2/L81_00671_784271.png /offset_st_resize256/bj/t1/L81_00671_784271.tif /offset_st_resize256/bj/t2/L81_00671_784271.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784271.tif
train,/imgs/bj/t2/L81_00839_784207.jpg /imgs/bj/t3/L81_00839_784207.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00839_784207.png /building_labels/bj/t2/L81_00839_784207.png /building_labels/bj/t3/L81_00839_784207.png /offset_st_resize256/bj/t2/L81_00839_784207.tif /offset_st_resize256/bj/t3/L81_00839_784207.tif /flow_btv3_resize256/bj/t2VSt3/L81_00839_784207.tif
train,/imgs/bj/t1/L81_00663_784255.jpg /imgs/bj/t3/L81_00663_784255.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00663_784255.png /building_labels/bj/t1/L81_00663_784255.png /building_labels/bj/t3/L81_00663_784255.png /offset_st_resize256/bj/t1/L81_00663_784255.tif /offset_st_resize256/bj/t3/L81_00663_784255.tif /flow_btv3_resize256/bj/t1VSt3/L81_00663_784255.tif
train,/imgs/bj/t1/L81_00671_784015.jpg /imgs/bj/t2/L81_00671_784015.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784015.png /building_labels/bj/t1/L81_00671_784015.png /building_labels/bj/t2/L81_00671_784015.png /offset_st_resize256/bj/t1/L81_00671_784015.tif /offset_st_resize256/bj/t2/L81_00671_784015.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784015.tif
train,/imgs/sh/t1/L81_892831_780511.jpg /imgs/sh/t3/L81_892831_780511.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892831_780511.png /building_labels/sh/t1/L81_892831_780511.png /building_labels/sh/t3/L81_892831_780511.png /offset_st_resize256/sh/t1/L81_892831_780511.tif /offset_st_resize256/sh/t3/L81_892831_780511.tif /flow_btv3_resize256/sh/t1VSt3/L81_892831_780511.tif
train,/imgs/bj/t2/L81_00679_784143.jpg /imgs/bj/t3/L81_00679_784143.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784143.png /building_labels/bj/t2/L81_00679_784143.png /building_labels/bj/t3/L81_00679_784143.png /offset_st_resize256/bj/t2/L81_00679_784143.tif /offset_st_resize256/bj/t3/L81_00679_784143.tif /flow_btv3_resize256/bj/t2VSt3/L81_00679_784143.tif
train,/imgs/bj/t2/L81_00815_784343.jpg /imgs/bj/t3/L81_00815_784343.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00815_784343.png /building_labels/bj/t2/L81_00815_784343.png /building_labels/bj/t3/L81_00815_784343.png /offset_st_resize256/bj/t2/L81_00815_784343.tif /offset_st_resize256/bj/t3/L81_00815_784343.tif /flow_btv3_resize256/bj/t2VSt3/L81_00815_784343.tif
train,/imgs/bj/t1/L81_00863_783967.jpg /imgs/bj/t3/L81_00863_783967.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00863_783967.png /building_labels/bj/t1/L81_00863_783967.png /building_labels/bj/t3/L81_00863_783967.png /offset_st_resize256/bj/t1/L81_00863_783967.tif /offset_st_resize256/bj/t3/L81_00863_783967.tif /flow_btv3_resize256/bj/t1VSt3/L81_00863_783967.tif
train,/imgs/sh/t1/L81_892823_780479.jpg /imgs/sh/t2/L81_892823_780479.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892823_780479.png /building_labels/sh/t1/L81_892823_780479.png /building_labels/sh/t2/L81_892823_780479.png /offset_st_resize256/sh/t1/L81_892823_780479.tif /offset_st_resize256/sh/t2/L81_892823_780479.tif /flow_btv3_resize256/sh/t1VSt2/L81_892823_780479.tif
train,/imgs/sh/t1/L81_892879_780423.jpg /imgs/sh/t3/L81_892879_780423.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892879_780423.png /building_labels/sh/t1/L81_892879_780423.png /building_labels/sh/t3/L81_892879_780423.png /offset_st_resize256/sh/t1/L81_892879_780423.tif /offset_st_resize256/sh/t3/L81_892879_780423.tif /flow_btv3_resize256/sh/t1VSt3/L81_892879_780423.tif
train,/imgs/sh/t1/L81_892839_780479.jpg /imgs/sh/t2/L81_892839_780479.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892839_780479.png /building_labels/sh/t1/L81_892839_780479.png /building_labels/sh/t2/L81_892839_780479.png /offset_st_resize256/sh/t1/L81_892839_780479.tif /offset_st_resize256/sh/t2/L81_892839_780479.tif /flow_btv3_resize256/sh/t1VSt2/L81_892839_780479.tif
train,/imgs/bj/t1/L81_00671_784103.jpg /imgs/bj/t2/L81_00671_784103.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784103.png /building_labels/bj/t1/L81_00671_784103.png /building_labels/bj/t2/L81_00671_784103.png /offset_st_resize256/bj/t1/L81_00671_784103.tif /offset_st_resize256/bj/t2/L81_00671_784103.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784103.tif
train,/imgs/sh/t1/L81_892823_780527.jpg /imgs/sh/t3/L81_892823_780527.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892823_780527.png /building_labels/sh/t1/L81_892823_780527.png /building_labels/sh/t3/L81_892823_780527.png /offset_st_resize256/sh/t1/L81_892823_780527.tif /offset_st_resize256/sh/t3/L81_892823_780527.tif /flow_btv3_resize256/sh/t1VSt3/L81_892823_780527.tif
train,/imgs/bj/t1/L81_00831_784247.jpg /imgs/bj/t3/L81_00831_784247.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00831_784247.png /building_labels/bj/t1/L81_00831_784247.png /building_labels/bj/t3/L81_00831_784247.png /offset_st_resize256/bj/t1/L81_00831_784247.tif /offset_st_resize256/bj/t3/L81_00831_784247.tif /flow_btv3_resize256/bj/t1VSt3/L81_00831_784247.tif
train,/imgs/sh/t1/L81_892879_780487.jpg /imgs/sh/t3/L81_892879_780487.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892879_780487.png /building_labels/sh/t1/L81_892879_780487.png /building_labels/sh/t3/L81_892879_780487.png /offset_st_resize256/sh/t1/L81_892879_780487.tif /offset_st_resize256/sh/t3/L81_892879_780487.tif /flow_btv3_resize256/sh/t1VSt3/L81_892879_780487.tif
train,/imgs/sh/t2/L81_892919_780527.jpg /imgs/sh/t3/L81_892919_780527.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892919_780527.png /building_labels/sh/t2/L81_892919_780527.png /building_labels/sh/t3/L81_892919_780527.png /offset_st_resize256/sh/t2/L81_892919_780527.tif /offset_st_resize256/sh/t3/L81_892919_780527.tif /flow_btv3_resize256/sh/t2VSt3/L81_892919_780527.tif
train,/imgs/bj/t1/L81_00711_784135.jpg /imgs/bj/t2/L81_00711_784135.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00711_784135.png /building_labels/bj/t1/L81_00711_784135.png /building_labels/bj/t2/L81_00711_784135.png /offset_st_resize256/bj/t1/L81_00711_784135.tif /offset_st_resize256/bj/t2/L81_00711_784135.tif /flow_btv3_resize256/bj/t1VSt2/L81_00711_784135.tif
train,/imgs/bj/t1/L81_00687_784215.jpg /imgs/bj/t2/L81_00687_784215.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00687_784215.png /building_labels/bj/t1/L81_00687_784215.png /building_labels/bj/t2/L81_00687_784215.png /offset_st_resize256/bj/t1/L81_00687_784215.tif /offset_st_resize256/bj/t2/L81_00687_784215.tif /flow_btv3_resize256/bj/t1VSt2/L81_00687_784215.tif
train,/imgs/bj/t2/L81_00647_784303.jpg /imgs/bj/t3/L81_00647_784303.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00647_784303.png /building_labels/bj/t2/L81_00647_784303.png /building_labels/bj/t3/L81_00647_784303.png /offset_st_resize256/bj/t2/L81_00647_784303.tif /offset_st_resize256/bj/t3/L81_00647_784303.tif /flow_btv3_resize256/bj/t2VSt3/L81_00647_784303.tif
train,/imgs/bj/t1/L81_00671_784231.jpg /imgs/bj/t2/L81_00671_784231.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784231.png /building_labels/bj/t1/L81_00671_784231.png /building_labels/bj/t2/L81_00671_784231.png /offset_st_resize256/bj/t1/L81_00671_784231.tif /offset_st_resize256/bj/t2/L81_00671_784231.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784231.tif
train,/imgs/sh/t2/L81_892823_780423.jpg /imgs/sh/t3/L81_892823_780423.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892823_780423.png /building_labels/sh/t2/L81_892823_780423.png /building_labels/sh/t3/L81_892823_780423.png /offset_st_resize256/sh/t2/L81_892823_780423.tif /offset_st_resize256/sh/t3/L81_892823_780423.tif /flow_btv3_resize256/sh/t2VSt3/L81_892823_780423.tif
train,/imgs/bj/t2/L81_00647_784159.jpg /imgs/bj/t3/L81_00647_784159.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00647_784159.png /building_labels/bj/t2/L81_00647_784159.png /building_labels/bj/t3/L81_00647_784159.png /offset_st_resize256/bj/t2/L81_00647_784159.tif /offset_st_resize256/bj/t3/L81_00647_784159.tif /flow_btv3_resize256/bj/t2VSt3/L81_00647_784159.tif
train,/imgs/bj/t2/L81_00647_784279.jpg /imgs/bj/t3/L81_00647_784279.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00647_784279.png /building_labels/bj/t2/L81_00647_784279.png /building_labels/bj/t3/L81_00647_784279.png /offset_st_resize256/bj/t2/L81_00647_784279.tif /offset_st_resize256/bj/t3/L81_00647_784279.tif /flow_btv3_resize256/bj/t2VSt3/L81_00647_784279.tif
train,/imgs/bj/t1/L81_00855_784239.jpg /imgs/bj/t3/L81_00855_784239.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00855_784239.png /building_labels/bj/t1/L81_00855_784239.png /building_labels/bj/t3/L81_00855_784239.png /offset_st_resize256/bj/t1/L81_00855_784239.tif /offset_st_resize256/bj/t3/L81_00855_784239.tif /flow_btv3_resize256/bj/t1VSt3/L81_00855_784239.tif
train,/imgs/sh/t1/L81_892863_780511.jpg /imgs/sh/t3/L81_892863_780511.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892863_780511.png /building_labels/sh/t1/L81_892863_780511.png /building_labels/sh/t3/L81_892863_780511.png /offset_st_resize256/sh/t1/L81_892863_780511.tif /offset_st_resize256/sh/t3/L81_892863_780511.tif /flow_btv3_resize256/sh/t1VSt3/L81_892863_780511.tif
train,/imgs/sh/t2/L81_892839_780439.jpg /imgs/sh/t3/L81_892839_780439.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892839_780439.png /building_labels/sh/t2/L81_892839_780439.png /building_labels/sh/t3/L81_892839_780439.png /offset_st_resize256/sh/t2/L81_892839_780439.tif /offset_st_resize256/sh/t3/L81_892839_780439.tif /flow_btv3_resize256/sh/t2VSt3/L81_892839_780439.tif
